root_norm	stem	form_tag	instance_count	idafa_dependent_count	idafa_head_count	adjective_count	prep_complement_count	governing_relation_profile	idafa_root_profile	adjective_root_profile	prep_profile	sample_refs
ل ع ن	لعن	GERUND_INSTANT	14	1	8	0	0	idafa:9;prep_complement:9;predication:4;direct_object:4;particle_complement:4;cognate_acc:1			عَلَى:5;لـ:2;إِلَى:2	2:89:27;2:161:11;3:61:30;3:87:5;7:44:29;11:18:22;11:60:6;11:99:5;13:25:24;15:35:4
ل ع ن	ملعون	NOUN_PASSIVE_PART	2	0	0	0	0	adjective:1;prep_complement:1;circumstantial:1			فِي:1	17:60:22;33:61:1
ل غ ب	لغوب	GERUND	2	0	0	0	1	subject:2;prep_complement:1			مِن:1	35:35:15;50:38:18
ل غ و	لاغي	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:1				88:11:4
ل غ و	لغو	GERUND	9	0	0	0	4	prep_complement:7;direct_object:4;conjoined:3;exception:1;particle_complement:1;predication:1			بـ:3;فِي:3;عَن:1	2:225:5;5:89:5;19:62:4;23:3:5;25:72:10;28:55:4;52:23:5;56:25:4;78:35:4
ل ف ف	ألفاف	NOUN_CONCRETE	1	0	0	0	0	adjective:1				78:16:3
ل ف ف	لفيف	NOUN_ABSTRACT	1	0	0	0	0	circumstantial:1				17:104:16
ل ق ب	ألقاب	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			بـ:1	49:11:33
ل ق ح	لواقح	NOUN_ACTIVE_PART	1	0	0	0	0	circumstantial:1				15:22:4
ل ق م	لقمان	NOUN_PROP	2	0	0	0	0	direct_object:1;subject:1				31:12:5;31:13:4
ل ق ي	تلاق	NOUN_PROP	1	1	0	0	0	idafa:1	ي و م:1			40:15:17
ل ق ي	تلقاء	GERUND	2	0	2	0	1	idafa:2;prep_complement:1;adverbial:1			مِن:1	10:15:26;28:22:4
ل ق ي	لاقي	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:2;predication:1;prep_complement:1			كـ:1	28:61:8
ل ق ي	لقاء	GERUND	21	0	17	0	9	idafa:17;direct_object:11;prep_complement:9;conjoined:2			بـ:8;مِن:1	6:31:6;6:130:15;6:154:20;7:51:17;7:147:7;10:7:5;10:11:20;10:15:11;10:45:18;13:2:29
ل ق ي	لقائ	GERUND	3	1	1	0	2	conjoined:2;idafa:2;prep_complement:2			بـ:1;مِن:1	18:105:8;29:23:8;32:23:13
ل ق ي	متلقي	NOUN_ACTIVE_PART	1	0	0	0	0	subject:1;circumstantial:1				50:17:3
ل ق ي	ملاق	NOUN_ACTIVE_PART	5	0	3	0	0	predication:4;idafa:3;particle_complement:1;direct_object:1				2:46:4;2:223:19;2:249:60;11:29:21;69:20:4
ل ق ي	ملاقي	NOUN_ACTIVE_PART	2	0	0	0	0	direct_object:4;predication:3;conjoined:1				62:8:9;84:6:10
ل ق ي	ملق	NOUN_ACTIVE_PART	3	0	0	0	0	predication:2;kana_predicate:1				7:115:12;10:80:12;26:43:8
ل ق ي	ملقي	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:1				77:5:2
ل م ح	لمح	GERUND	2	0	1	0	2	prep_complement:3;predication:1;idafa:1			كـ:2;بـ:1	16:77:14;54:50:7
ل م ز	لمز	ADJ_INTENS	1	0	0	0	0	apposition:1				104:1:4
ل م م	لمم	NOUN_ABSTRACT	1	0	0	0	0	exception:1				53:32:8
ل ه ب	لهب	NOUN_CONCRETE	3	2	0	0	1	idafa:2;prep_complement:1	أ ب و:1;ذ و و:1		مِن:1	77:31:7;111:1:4;111:3:4
ل ه و	لاهي	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				21:3:1
ل ه و	لهو	GERUND	10	0	1	0	1	conjoined:8;direct_object:4;predication:1;idafa:1;prep_complement:1			مِن:1	6:32:8;6:70:8;7:51:4;21:17:5;29:64:7;31:6:6;47:36:6;57:20:7;62:11:6;62:11:18
ل و ت	لات	NOUN_PROP_FOREIGN	1	0	0	0	0	direct_object:1;conjoined:1				53:19:3
ل و ح	ألواح	NOUN_CONCRETE	4	1	0	0	1	direct_object:2;prep_complement:1;idafa:1;conjoined:1	ذ و و:1		فِي:1	7:145:5;7:150:19;7:154:8;54:13:5
ل و ح	لواح	ADJ_INTENS	1	0	0	0	0	prep_complement:1			لـ:1	74:29:1
ل و ح	لوح	NOUN_CONCRETE	1	0	0	1	0	adjective:1		ح ف ظ:1		85:22:2
ل و ذ	لواذ	GERUND	1	0	0	0	0	circumstantial:1				24:63:16
ل و ط	لوط	NOUN_PROP_FOREIGN	27	13	0	0	0	idafa:13;direct_object:3;conjoined:2;vocative:2;apposition:2;particle_complement:2;subject:1	ق و م:7;أ و ل:4;أ خ و:1;م ر أ:1			6:86:8;7:80:2;11:70:20;11:74:13;11:77:5;11:81:3;11:89:23;15:59:3;15:61:5;21:71:4
ل و م	لائم	NOUN_ACTIVE_PART	1	1	0	0	0	idafa:1				5:54:33
ل و م	لوام	ADJ_INTENS	1	0	0	0	0	adjective:1				75:2:6
ل و م	لوم	GERUND_INSTANT	1	0	1	0	0	direct_object:1;idafa:1				5:54:32
ل و م	ملوم	NOUN_PASSIVE_PART	5	2	0	0	0	circumstantial:2;conjoined:2;idafa:2;predication:1;particle_complement:1	غ ي ر:2			17:29:15;17:39:19;23:6:11;51:54:8;70:30:11
ل و م	مليم	NOUN_ACTIVE_PART	2	0	0	0	0	predication:2				37:142:6;51:40:11
ل و ن	ألوان	NOUN_ABSTRACT	7	5	5	0	0	idafa:10;subject:6;conjoined:1				16:13:8;16:69:16;30:22:12;35:27:14;35:27:23;35:28:9;39:21:19
ل و ن	لون	NOUN_CONCRETE	2	2	2	0	0	idafa:4;predication:2;subject:2				2:69:8;2:69:16
ل و ي	لي	GERUND	1	0	0	0	0	circumstantial:1;prep_complement:1;conjoined:1			بـ:1	4:46:19
ل ي س	إلياس	NOUN_PROP_FOREIGN	2	0	0	0	0	conjoined:1;particle_complement:1				6:85:8;37:123:3
ل ي ل	ليال	NOUN_ABSTRACT	3	2	0	1	0	idafa:2;particle_complement:1;adjective:1	ث ل ث:1;س ب ع:1	ع ش ر:1		19:10:12;69:7:4;89:2:2
ل ي ل	ليالي	NOUN_ABSTRACT	1	0	0	0	0	adverbial:1;conjoined:1				34:18:18
ل ي ل	ليل	NOUN_ABSTRACT	82	14	4	2	26	conjoined:35;prep_complement:27;direct_object:24;idafa:18;predication:5;particle_complement:4;accusative_specification:3;adverbial:3;subject:2;adjective:2	خ ل ف:5;أ ن ي:3;أ ي ي:1;غ س ق:1;م ك ر:1;ن ش أ:1;ث ل ث:1	ظ ل م:1;ب ر ك:1	مِن:10;فِي:8;بـ:7;إِلَى:1;عَلَى:1	2:51:6;2:164:9;2:187:55;2:274:5;3:27:2;3:27:9;3:113:12;3:190:9;6:13:6;6:60:6
ل ي ن	لين	ADJ_QUALIT	1	0	0	0	0	adjective:1				20:44:5
ل ي ن	لين	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			مِن:1	59:5:4
م أ ج و ج	مأجوج	NOUN_PROP_FOREIGN	2	0	0	0	0	conjoined:2				18:94:8;21:96:6
م أ ي	مائ	NOUN_NUM	10	1	5	1	1	idafa:6;subject:4;adverbial:2;prep_complement:2;direct_object:2;predication:1;adjective:1;cognate_acc:1	ث ل ث:1	ص ب ر:1	فِي:1;إِلَى:1	2:259:22;2:259:38;2:261:17;8:65:14;8:65:19;8:66:14;8:66:17;18:25:6;24:2:9;37:147:4
م ا ر و ت	ماروت	NOUN_PROP_FOREIGN	1	0	0	0	0	conjoined:1				2:102:29
م ت ع	أمتع	NOUN_CONCRETE	1	0	0	0	0	conjoined:1				4:102:53
م ت ع	متاع	GERUND	10	0	0	2	0	prep_complement:11;conjoined:3;cognate_acc:2;adjective:2;direct_object:2;apposition:1;circumstantial:1		غ ي ر:1;ح س ن:1	لـ:7;إِلَى:3;بـ:1	2:236:24;2:240:11;5:96:7;11:3:9;16:80:30;33:53:51;36:44:5;56:73:5;79:33:1;80:32:1
م ت ع	متاع	NOUN_ABSTRACT	19	0	10	2	0	predication:12;idafa:10;prep_complement:8;conjoined:5;adjective:2;accusative_specification:1;quoted_complement:1;exception:1;apposition:1;cognate_acc:1		ق ل ل:2	فِي:4;لـ:2;بـ:1;إِلَى:1	2:241:4;3:14:25;3:185:27;3:197:1;4:77:45;9:38:25;10:23:19;10:70:1;13:17:24;13:26:21
م ت ع	متاع	NOUN_CONCRETE	5	2	2	0	0	idafa:5;conjoined:2;prep_complement:2;direct_object:2	ع ن د:1		إِلَى:2	2:36:23;7:24:13;12:17:11;12:65:4;12:79:9
م ت ن	متين	ADJ_QUALIT	3	0	0	0	0	predication:2;adjective:1				7:183:7;51:58:7;68:45:7
م ث ل	أمثال	NOUN_ABSTRACT	19	4	4	0	1	direct_object:11;idafa:8;adjective:2;predication:2;apposition:2;prep_complement:2;kana_predicate:1	ع ش ر:1		لـ:1;كـ:1	6:38:15;6:160:8;7:194:8;13:17:53;14:25:11;14:45:18;16:74:6;17:48:5;24:35:49;25:9:5
م ث ل	أمثل	ADJ_COMP	1	0	0	0	0	subject:1;accusative_specification:1				20:104:8
م ث ل	تماثيل	NOUN_CONCRETE	2	0	0	1	0	apposition:1;adjective:1;conjoined:1		ل ل ت:1		21:52:9;34:13:8
م ث ل	مثل	NOUN_ABSTRACT	144	22	81	3	28	idafa:103;prep_complement:61;direct_object:33;predication:28;adjective:27;conjoined:11;apposition:10;subject:7;adverbial:7;accusative_specification:5	ك ل ل:4	ع ل و:2	كـ:30;لـ:10;بـ:9;مِن:6;فِي:4;عَلَى:2	2:17:1;2:17:3;2:23:15;2:26:7;2:26:34;2:106:12;2:113:25;2:118:18;2:137:5;2:171:2
م ث ل	مثل	NOUN_CONCRETE	1	0	0	0	0	subject:1				13:6:12
م ث ل	مثلى	ADJ_COMP	1	0	0	0	0	adjective:1				20:63:17
م ج د	مجيد	ADJ_QUALIT	4	0	0	0	0	adjective:4				11:73:15;50:1:4;85:15:3;85:21:4
م ج س	مجوس	NOUN_RELATIVE	1	0	0	0	0	conjoined:1				22:17:12
م ح ل	محال	NOUN_PASSIVE_PART	1	1	0	0	0	idafa:1	ش د د:1			13:13:26
م خ ر	مواخر	NOUN_CONCRETE	2	0	0	0	0	circumstantial:2;prep_complement:2			فِي:2	16:14:19;35:12:28
م خ ض	مخاض	GERUND_MEEM	1	0	0	0	0	subject:1				19:23:3
م د د	مد	GERUND	2	0	0	0	0	cognate_acc:2				19:75:11;19:79:10
م د د	مد	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			إِلَى:1	9:4:20
م د د	مداد	GERUND	1	0	0	0	0	kana_predicate:1;prep_complement:1			لـ:1	18:109:5
م د د	مدد	NOUN_ABSTRACT	1	0	0	0	0	circumstantial:1;accusative_specification:1				18:109:22
م د د	ممد	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:2;predication:1;prep_complement:1			بـ:1	8:9:8
م د د	ممدد	NOUN_PASSIVE_PART	1	0	0	0	0	adjective:1				104:9:3
م د د	ممدود	NOUN_PASSIVE_PART	2	0	0	0	0	adjective:2				56:30:3;74:12:5
م د ن	مدائن	NOUN_CONCRETE	3	0	0	0	3	prep_complement:3			فِي:3	7:111:8;26:36:8;26:53:5
م ر ء	امرؤ	NOUN_CONCRETE	1	0	0	0	0	subject:1				4:176:8
م ر أ	امرأ	NOUN_CONCRETE	27	6	14	1	1	idafa:20;subject:12;exception:6;conjoined:5;circumstantial:3;predication:3;direct_object:3;apposition:2;prep_complement:1;quoted_complement:1		أ م ن:1	لـ:1	2:282:84;3:35:3;3:40:12;4:12:67;4:128:3;7:83:6;11:71:2;11:81:24;12:21:8;12:30:6
م ر أ	امرئ	NOUN_CONCRETE	5	5	0	0	0	idafa:5;prep_complement:3	ك ل ل:5		مِن:3	24:11:18;52:21:21;70:38:3;74:52:4;80:37:3
م ر أ	مرء	NOUN_CONCRETE	4	2	0	0	0	idafa:2;conjoined:2;subject:2	ب ي ن:2			2:102:50;8:24:21;78:40:7;80:34:3
م ر أ	مريئ	ADJ_QUALIT	1	0	0	0	0	conjoined:1				4:4:17
م ر ج	مارج	NOUN_CONCRETE	1	0	0	0	1	prep_complement:2			مِن:2	55:15:5
م ر ج	مرج	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1;prep_complement:1			لـ:1	9:106:3
م ر ج	مرجان	NOUN_CONCRETE	2	0	0	0	0	conjoined:2				55:22:5;55:58:5
م ر ج	مريج	ADJ_QUALIT	1	0	0	0	0	adjective:1				50:5:11
م ر ح	مرح	GERUND	2	0	0	0	0	circumstantial:2				17:37:6;31:18:12
م ر د	مارد	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1				37:7:6
م ر د	مرد	GERUND_MEEM	6	0	0	0	1	prep_complement:7;particle_complement:4;predication:2;accusative_specification:1			لـ:3;مِن:2;إِلَى:2	13:11:34;19:76:16;30:43:13;40:43:17;42:44:21;42:47:10
م ر د	مريد	ADJ_QUALIT	2	0	0	0	0	adjective:2				4:117:12;22:3:15
م ر د	ممرد	NOUN_PASSIVE_PART	1	0	0	0	0	adjective:1				27:44:18
م ر ر	مر	GERUND_INSTANT	21	12	0	1	0	idafa:12;cognate_acc:3;accusative_specification:2;conjoined:2;adverbial:2;predication:1;adjective:1	أ و ل:9;ك ل ل:1;ث ل ث:1;ذ و و:1	أ خ ر:1		2:229:2;6:94:10;6:110:12;8:56:9;9:13:15;9:80:14;9:83:28;9:101:19;9:126:9;9:126:11
م ر ر	مستمر	NOUN_ACTIVE_PART	2	0	0	0	0	adjective:2				54:2:9;54:19:9
م ر ض	مرض	GERUND	13	0	0	0	0	prep_complement:12;predication:12;direct_object:1			فِي:12	2:10:3;2:10:7;5:52:6;8:49:8;9:125:6;22:53:11;24:50:3;33:12:9;33:32:21;33:60:10
م ر ض	مرضى	ADJ_QUALIT	5	0	0	0	1	conjoined:4;kana_predicate:3;prep_complement:1;subject:1			عَلَى:1	4:43:26;4:102:72;5:6:33;9:91:7;73:20:42
م ر ض	مريض	ADJ_QUALIT	5	0	0	0	2	kana_predicate:3;conjoined:2;prep_complement:2;predication:1			عَلَى:2	2:184:7;2:185:26;2:196:28;24:61:13;48:17:13
م ر ي	مراء	GERUND	1	0	0	1	0	cognate_acc:1;adjective:1		ظ ه ر:1		18:22:33
م ر ي	مري	NOUN_ABSTRACT	2	0	0	0	2	prep_complement:4;predication:1			فِي:2;مِن:2	22:55:7;41:54:4
م ر ي	ممتر	NOUN_ACTIVE_PART	4	0	0	0	4	prep_complement:4;kana_predicate:4			مِن:4	2:147:8;3:60:8;6:114:28;10:94:26
م ر ي م	مريم	NOUN_PROP_FOREIGN	34	23	0	1	2	idafa:23;vocative:5;direct_object:3;prep_complement:2;apposition:1;adjective:1	ب ن ي:23	ل ل ت:1	عَلَى:1;إِلَى:1	2:87:17;2:253:19;3:36:23;3:37:24;3:42:6;3:43:2;3:44:16;3:45:5;3:45:16;4:156:7
م ز ج	مزاج	GERUND	1	1	1	0	0	idafa:2;prep_complement:1;predication:1			مِن:1	83:27:2
م ز ج	مزاج	NOUN_ABSTRACT	2	2	2	0	0	idafa:4;subject:2				76:5:7;76:17:6
م ز ق	ممزق	GERUND_MEEM	2	2	0	0	0	idafa:2	ك ل ل:2			34:7:13;34:19:16
م ز ن	مزن	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			مِن:1	56:69:4
م س ح	مسح	GERUND	1	0	0	0	0	prep_complement:2;cognate_acc:1			بـ:2	38:33:5
م س ح	مسيح	NOUN_CONCRETE	11	0	0	0	0	apposition:11;predication:6;conjoined:4;direct_object:2;subject:2;exception:1;quoted_complement:1				3:45:13;4:157:5;4:171:16;4:172:3;5:17:9;5:17:23;5:72:9;5:72:14;5:75:2;9:30:10
م س د	مسد	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			مِن:1	111:5:5
م س س	مس	GERUND	2	0	1	0	1	prep_complement:1;direct_object:1;idafa:1			مِن:1	2:275:14;54:48:8
م س س	مساس	GERUND	1	0	0	0	0	particle_complement:1				20:97:12
م س ك	إمساك	GERUND	1	0	0	0	0	prep_complement:1;conjoined:1			بـ:1	2:229:4
م س ك	مستمسك	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1;prep_complement:1			بـ:1	43:21:9
م س ك	ممسك	NOUN_ACTIVE_PART	2	0	1	0	0	particle_complement:1;prep_complement:1;predication:1;idafa:1			لـ:1	35:2:10;39:38:36
م ش ج	أمشاج	NOUN_CONCRETE	1	0	0	0	0	adjective:1				76:2:6
م ش ي	مشاء	ADJ_INTENS	1	0	0	0	0	prep_complement:1			بـ:1	68:11:2
م ش ي	مشي	GERUND	1	0	0	0	1	prep_complement:1			فِي:1	31:19:4
م ص ر	مصر	NOUN_CONCRETE	1	0	0	0	0	direct_object:1;adverbial:1				2:61:40
م ص ر	مصر	NOUN_PROP	4	1	0	0	2	prep_complement:2;direct_object:1;idafa:1	م ل ك:1		بـ:1;مِن:1	10:87:12;12:21:6;12:99:12;43:51:12
م ض غ	مضغ	NOUN_CONCRETE	3	0	0	1	1	adjective:2;direct_object:2;prep_complement:1;conjoined:1		خ ل ق:1;غ ي ر:1	مِن:1	22:5:23;23:14:8;23:14:11
م ض ي	مضي	GERUND	1	0	0	0	0	direct_object:1				36:67:11
م ط ر	مطر	NOUN_CONCRETE	7	0	3	0	1	cognate_acc:3;idafa:3;subject:2;prep_complement:1;direct_object:1			مِن:1	4:102:69;7:84:4;25:40:9;26:173:4;26:173:7;27:58:4;27:58:7
م ط ر	ممطر	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1				46:24:10
م ع ز	معز	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			مِن:1	6:143:8
م ع ع	مع	NOUN_ABSTRACT	1	0	0	0	0	predication:1				20:46:5
م ع ي	أمعاء	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				47:15:53
م ق ت	مقت	GERUND	3	0	1	0	1	conjoined:1;predication:1;idafa:1;prep_complement:1;direct_object:1			مِن:1	4:22:17;40:10:6;40:10:10
م ق ت	مقت	NOUN_ABSTRACT	3	0	0	0	0	accusative_specification:2;direct_object:1				35:39:21;40:35:11;61:3:2
م ك ث	ماكث	NOUN_ACTIVE_PART	2	0	0	0	0	prep_complement:1;adverbial:1;predication:1			فِي:1	18:3:1;43:77:11
م ك ث	مكث	GERUND	1	0	0	0	1	prep_complement:1			عَلَى:1	17:106:8
م ك ر	ماكر	NOUN_ACTIVE_PART	2	2	0	0	0	idafa:2	خ ي ر:2			3:54:9;8:30:21
م ك ر	مكر	GERUND	19	1	5	3	1	idafa:7;predication:5;prep_complement:4;cognate_acc:4;adjective:3;subject:3;direct_object:2;accusative_specification:1;circumstantial:1;adverbial:1	ع ق ب:1	س و أ:1;ك ب ر:1	لـ:2;فِي:1;بـ:1	7:99:3;7:99:8;7:123:12;10:21:13;10:21:19;12:31:5;13:33:36;13:42:10;14:46:4;14:46:8
م ك ن	مك	NOUN_PROP	1	1	0	0	0	idafa:1	ب ط ن:1			48:24:12
م ك ن	مكين	ADJ_QUALIT	4	0	0	0	0	adverbial:3;adjective:3;predication:1				12:54:16;23:13:6;77:21:5;81:20:6
م ك و	مكاء	GERUND	1	0	0	0	0	kana_predicate:1;conjoined:1				8:35:8
م ل أ	مالئ	NOUN_ACTIVE_PART	2	0	0	0	0	prep_complement:2;direct_object:2;conjoined:1			مِن:2	37:66:7;56:53:2
م ل أ	ملء	GERUND	1	0	1	0	0	subject:1;idafa:1;accusative_specification:1				3:91:14
م ل أ	ملأ	NOUN_CONCRETE	21	0	0	8	2	prep_complement:15;subject:12;adjective:8;apposition:5;conjoined:1;direct_object:1;particle_complement:1;predication:1		ل ل ذ:7;ع ل و:1	مِن:13;إِلَى:2	2:246:4;7:60:2;7:66:2;7:75:2;7:88:2;7:90:3;7:109:2;7:127:3;10:88:9;11:27:3
م ل أ	ملإ	NOUN_CONCRETE	2	0	0	1	2	prep_complement:2;adverbial:1;adjective:1		ع ل و:1	لـ:1;بـ:1	26:34:3;38:69:7
م ل أ	ملئ	NOUN_CONCRETE	7	2	2	0	0	conjoined:7;idafa:4				7:103:11;10:75:11;10:83:15;11:97:4;23:46:4;28:32:24;43:46:11
م ل ح	ملح	NOUN_CONCRETE	2	0	0	2	0	predication:2;adjective:2		أ ج ج:2		25:53:11;35:12:12
م ل ق	إملاق	NOUN_ABSTRACT	2	1	0	0	1	prep_complement:1;idafa:1	خ ش ي:1		مِن:1	6:151:21;17:31:6
م ل ك	الملك	NOUN_PROP	4	0	0	2	0	apposition:3;adjective:2;predication:1		ح ق ق:2		20:114:4;23:116:4;59:23:8;62:1:11
م ل ك	مالك	NOUN_ACTIVE_PART	3	0	2	0	0	idafa:2;apposition:1;predication:1;prep_complement:1			لـ:1	1:4:1;3:26:3;36:71:16
م ل ك	مالك	NOUN_PROP	1	0	0	0	0	vocative:1				43:77:4
م ل ك	ملائك	NOUN_CONCRETE	73	1	0	4	18	subject:30;conjoined:20;prep_complement:19;direct_object:13;circumstantial:6;adjective:6;apposition:4;predication:2;idafa:1	ج ع ل:1	ق ر ب:1;ر د ف:1;ل ل ذ:1;غ ل ظ:1;ش د د:1;ع ص ي:1	لـ:9;مِن:5;عَلَى:2;بـ:2;إِلَى:1	2:30:6;2:31:9;2:34:5;2:98:7;2:161:14;2:177:21;2:210:12;2:248:26;2:285:16;3:18:9
م ل ك	ملك	GERUND	4	0	2	2	1	idafa:2;direct_object:2;adjective:2;prep_complement:1;subject:1		ع ظ م:1	عَلَى:1	2:102:7;4:54:20;38:35:8;43:51:11
م ل ك	ملك	NOUN_ABSTRACT	47	4	21	2	6	prep_complement:35;predication:26;idafa:25;direct_object:6;adverbial:5;conjoined:4;subject:3;adjective:2;kana_predicate:1;circumstantial:1	أ ي ي:1	ح ق ق:1;ك ب ر:1	لـ:28;بـ:3;مِن:2;فِي:2	2:107:6;2:247:17;2:247:22;2:247:45;2:248:8;2:251:13;2:258:12;3:26:4;3:26:6;3:26:11
م ل ك	ملك	NOUN_CONCRETE	22	2	2	3	3	subject:6;prep_complement:5;direct_object:4;predication:4;idafa:4;circumstantial:3;adjective:3;conjoined:3;apposition:2;accusative_specification:1	ص و ع:1;د ي ن:1	ك ر م:1;أ خ ذ:1;ل ل ذ:1	عَلَى:3;مِن:1;فِي:1	2:102:24;2:246:19;2:247:12;6:8:10;6:9:4;6:50:17;11:31:16;12:31:41;12:43:3;12:50:3
م ل ك	ملكوت	NOUN_ABSTRACT	4	0	4	0	1	idafa:4;prep_complement:3;predication:3;direct_object:1;conjoined:1			بـ:2;فِي:1	6:75:6;7:185:5;23:88:5;36:83:6
م ل ك	ملوك	ADJ_QUALIT	1	0	0	0	0	subject:4;particle_complement:1				27:34:3
م ل ك	ملوك	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				5:20:19
م ل ك	مليك	ADJ_INTENS	1	1	0	1	0	idafa:1;adjective:1	ع ن د:1	ق د ر:1		54:55:5
م ل ك	مملوك	NOUN_PASSIVE_PART	1	0	0	0	0	adjective:1				16:75:5
م ل ل	مل	NOUN_CONCRETE	15	0	9	1	6	idafa:9;direct_object:6;prep_complement:6;apposition:2;adverbial:1;adjective:1		أ خ ر:1	فِي:5;عَن:1	2:120:11;2:130:5;2:135:10;3:95:6;4:125:15;6:161:10;7:88:20;7:89:9;12:37:19;12:38:3
م ل و	ملي	NOUN_ABSTRACT	1	0	0	0	0	adverbial:1				19:46:16
م ن ع	مان	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:2;predication:1;subject:1;prep_complement:1			مِن:1	59:2:21
م ن ع	ممنوع	NOUN_PASSIVE_PART	1	0	0	0	0	conjoined:1				56:33:5
م ن ع	مناع	ADJ_INTENS	2	0	0	0	0	prep_complement:2;apposition:2			لـ:2	50:25:1;68:12:1
م ن ع	منوع	ADJ_INTENS	1	0	0	0	0	circumstantial:1				70:21:5
م ن ن	ممنون	NOUN_PASSIVE_PART	4	4	0	0	0	idafa:4	غ ي ر:4			41:8:11;68:3:7;84:25:11;95:6:12
م ن ن	من	GERUND	1	0	0	0	1	prep_complement:1;conjoined:1			بـ:1	2:264:9
م ن ن	من	NOUN_CONCRETE	3	0	0	0	0	direct_object:3;conjoined:3				2:57:8;7:160:37;20:80:16
م ن ن	منون	NOUN_ABSTRACT	1	1	0	0	0	idafa:1	ر ي ب:1			52:30:7
م ن ي	أماني	NOUN_ABSTRACT	5	0	1	0	1	conjoined:2;exception:1;predication:1;prep_complement:1;idafa:1;subject:1			بـ:1	2:78:8;2:111:13;4:123:3;4:123:6;57:14:17
م ن ي	أمني	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			فِي:1	22:52:17
م ن ي	منا	NOUN_PROP	1	0	0	1	0	adjective:2		ث ل ث:1;أ خ ر:1		53:20:2
م ن ي	مني	NOUN_CONCRETE	1	0	0	1	1	prep_complement:1;adjective:1			مِن:1	75:37:5
م ه د	تمهيد	GERUND	1	0	0	0	0	cognate_acc:1				74:14:4
م ه د	ماهد	NOUN_ACTIVE_PART	1	0	0	0	0	subject:1				51:48:6
م ه د	مهاد	NOUN_CONCRETE	7	0	0	0	0	subject:5;prep_complement:2;predication:1;conjoined:1;direct_object:1			لـ:1;مِن:1	2:206:17;3:12:12;3:197:8;7:41:5;13:18:36;38:56:5;78:6:4
م ه د	مهد	GERUND	3	0	0	0	3	prep_complement:3			فِي:3	3:46:5;5:110:22;19:29:10
م ه د	مهد	NOUN_CONCRETE	2	0	0	0	0	direct_object:2				20:53:5;43:10:5
م ه ل	مهل	NOUN_CONCRETE	3	0	0	0	3	prep_complement:3;kana_predicate:1			كـ:3	18:29:34;44:45:2;70:8:5
م ه ن	مهين	ADJ_QUALIT	4	0	0	0	0	adjective:3;predication:1				32:8:8;43:52:8;68:10:6;77:20:5
م ه ن	مهين	NOUN_ACTIVE_PART	14	0	0	0	0	adjective:14				2:90:32;3:178:23;4:14:17;4:37:20;4:102:85;4:151:10;22:57:13;31:6:23;33:57:18;34:14:29
م و ت	أموات	ADJ_QUALIT	6	0	0	1	0	conjoined:2;kana_predicate:1;quoted_complement:1;direct_object:1;adjective:1		غ ي ر:1		2:28:7;2:154:10;3:169:9;16:21:1;35:22:7;77:26:3
م و ت	ممات	GERUND_MEEM	3	1	0	0	0	conjoined:2;idafa:1	ض ع ف:1			6:162:9;17:75:8;45:21:17
م و ت	موت	GERUND	50	24	6	1	5	idafa:35;subject:11;direct_object:10;prep_complement:5;conjoined:4;exception:1;particle_complement:1;adjective:1	ب ع د:12;ذ و ق:3;ح ذ ر:2;ق ب ل:1;ص و ب:1;غ م ر:1;م ل ك:1;ح ي ن:1;س ك ر:1	ل ل ذ:1	مِن:3;إِلَى:1;عَلَى:1	2:19:19;2:56:5;2:94:15;2:133:7;2:164:35;2:180:6;2:243:12;2:259:18;3:143:6;3:168:16
م و ت	موت	GERUND_INSTANT	3	1	1	3	0	adjective:3;exception:2;idafa:2;predication:1		و ل ي:3		37:59:2;44:35:4;44:56:6
م و ت	موتى	ADJ_QUALIT	17	1	0	0	0	direct_object:14;subject:2;idafa:1	ح ي ي:1			2:73:10;2:260:9;3:49:37;5:110:63;6:36:6;6:111:9;7:57:32;13:31:15;22:6:9;27:80:4
م و ت	ميت	ADJ_QUALIT	20	1	0	0	6	prep_complement:6;adjective:5;predication:5;direct_object:3;idafa:1;kana_predicate:1;adverbial:1;circumstantial:1	خ ر ج:1		مِن:4;بـ:2	3:27:14;3:27:17;6:95:10;6:95:13;6:122:4;7:57:18;10:31:18;10:31:21;14:17:16;23:15:6
